Week,SVXY,TVIX,UVXY,VIIX,VIXM,VIXY,XVZ,ZIV
2019-00,0.0321513,-0.13481878,-0.100208,-0.06596173,-0.01795064,-0.06578607,-0.04231312,0.01655355
2018-51,0.00581114,-0.02439024,-0.01634877,-0.01054145,-0.01172591,-0.01302852,-0.00187705,0.0060698
2018-50,-0.04887892,0.21962775,0.16209371,0.10901001,0.03376328,0.10689852,0.03494094,-0.0319358
2018-49,-0.00238819,0.02018663,0.01089626,0.01240402,0.01979414,0.00907167,-0.00299103,-0.01053294
2018-48,-0.10958107,0.49324705,0.36736402,0.23854545,0.09556907,0.23900075,0.02929085,-0.09406432
2018-47,0.02789744,-0.10999554,-0.08400561,-0.05501618,-0.04032258,-0.05653475,-0.00150376,0.03643293
2018-46,-0.02587269,0.08044501,0.05684711,0.04010185,0.02616747,0.03945223,0.0,-0.02729075
2018-45,0.01093339,-0.04824462,-0.03529412,-0.02495076,0.00166875,-0.02360877,0.02605524,0.00398348
2018-44,0.04109312,-0.16329225,-0.12528434,-0.08469055,-0.04309988,-0.0810992,-0.01690574,0.0461061
2018-43,0.04660566,-0.17384342,-0.13607784,-0.09165687,-0.03840125,-0.08937198,-0.01330049,0.03499222
2018-42,-0.07415421,0.33022477,0.24672162,0.15764222,0.08247863,0.16315049,0.06037544,-0.07876371
2018-41,-0.00097867,-0.02252252,-0.01272455,-0.00685871,0.003003,-0.00527983,-0.0005071,-0.00679694
2018-40,-0.09267089,0.36794658,0.27833537,0.19023987,0.07969995,0.18736753,0.02919708,-0.08158268
2018-39,-0.03844857,0.14663555,0.1154485,0.07540395,0.03310613,0.07508061,-0.00104167,-0.03734389
2018-38,0.00118604,-0.00113852,-0.00054318,0.00354925,0.00437105,-0.0013655,0.01059883,-0.00248663
2018-37,0.02557411,-0.09894234,-0.07784731,-0.0529857,-0.00625602,-0.05179111,0.0,0.00614651
2018-36,0.04737976,-0.16206483,-0.13151927,-0.09062254,-0.05304428,-0.08815204,-0.00947867,0.05646321
2018-35,-0.03036723,0.10685104,0.08480565,0.05920519,0.02858482,0.05738046,-0.00471204,-0.02972973
2018-34,-0.00491573,0.00382897,0.00598086,0.004914,0.01573677,0.00503778,0.02522813,-0.01868687
2018-33,0.00070225,-0.00669003,-0.00597372,-0.00245902,0.00336862,-0.00377675,0.01284797,-0.00613113
2018-32,0.03521643,-0.13729128,-0.10673575,-0.07014925,-0.0295203,-0.07110092,0.01980728,0.02938488
2018-31,-0.0133427,0.03071776,0.03504673,0.02348178,0.00379867,0.02748855,0.0,-0.00720789
2018-30,0.03173432,-0.1093199,-0.09218437,-0.06080586,-0.023701,-0.06123216,0.00431965,0.02910438
2018-29,-0.00434468,0.01369495,0.01269841,0.00759301,0.00092421,0.00700117,0.0,-0.00247042
2018-28,-0.00144823,0.0010644,0.00210305,0.00227445,0.01696513,0.0023301,0.01033732,-0.02040296
2018-27,0.01473839,-0.06402364,-0.04568024,-0.03138686,-0.01762523,-0.03139013,-0.02337938,0.01670119
2018-26,0.0408805,-0.14759036,-0.11156023,-0.07662835,-0.02860858,-0.07792631,-0.0131096,0.02825876
2018-25,0.01112878,-0.05835118,-0.03894081,-0.03041589,0.00261324,-0.02864418,0.01391118,-0.00068994
2018-24,-0.03632479,0.11119671,0.09109731,0.06590909,0.02585802,0.06320279,-0.01541733,-0.0293557
2018-23,0.004329,-0.03347077,-0.0199005,-0.01473839,-0.00185271,-0.01508296,0.0,0.00257533
2018-22,0.01704967,-0.09936306,-0.06369427,-0.03974895,-0.02536232,-0.04135472,0.0,0.02584729
2018-21,0.03779528,-0.1426146,-0.11355034,-0.07881773,-0.01269702,-0.07663198,0.0,0.01103392
2018-20,-0.00074019,-0.00823045,-0.00089366,-0.00138313,0.00045126,0.00070746,-0.00686378,-0.00542041
2018-19,-0.0111276,0.01984127,0.0270979,0.01841746,0.01386404,0.01920391,0.03237792,-0.01816494
2018-18,0.05568815,-0.19133034,-0.15221987,-0.10142349,-0.05435685,-0.10215217,0.0,0.05740052
2018-17,0.0162206,-0.05849582,-0.05106101,-0.03192702,-0.02266289,-0.03291582,0.0,0.02359666
2018-16,0.00406504,-0.01641587,-0.01958225,-0.01073446,-0.00562475,-0.01096048,-0.02096115,0.00442282
2018-15,0.00657895,-0.04968153,-0.02319749,-0.01267218,-0.02351097,-0.01406074,-0.02541106,0.0231748
2018-14,0.05128205,-0.16554379,-0.137,-0.092891,-0.03597651,-0.09236364,0.0,0.03706091
2018-13,0.0206278,-0.07678571,-0.05949008,-0.03881279,-0.00220264,-0.03802193,-0.05105386,-0.00225189
2018-12,-0.00760778,0.03630363,0.03116305,0.02564103,0.03038566,0.02513747,0.02944162,-0.03517512
2018-11,-0.07235772,0.3065513,0.23414634,0.15691635,0.06297633,0.15577889,-0.00399002,-0.06070851
2018-10,0.00466926,-0.01714286,-0.01169993,-0.00712589,-0.00245399,-0.00666869,-0.00352467,-0.0001436
2018-09,0.06607575,-0.19805589,-0.17351874,-0.11838516,-0.04163331,-0.11708949,-0.09025788,0.04147736
2018-08,-0.11282051,0.32697947,0.30610743,0.17032967,0.09199829,0.17196262,-0.0253936,-0.08680793
2018-07,0.08745875,-0.14716107,-0.15410959,-0.08073197,-0.03624648,-0.07969222,0.02835052,0.03679027
2018-06,0.11904762,-0.23631124,-0.24026279,-0.12160158,-0.03350414,-0.12096774,-0.07308048,0.03351048
2018-05,-0.84878864,-0.1031746,0.02055094,0.13533835,0.0569237,0.12956901,0.0647619,-0.11926482
2018-04,-0.11535562,0.20967742,0.21447485,0.10677291,0.02488263,0.1101626,0.00044583,-0.02832765
2018-03,-0.05186875,0.11270492,0.11210762,0.05220522,0.03470501,0.05231758,0.00177305,-0.03518399
2018-02,0.0233544,-0.04307116,-0.04205128,-0.02243313,-0.00292398,-0.02196837,0.0098346,0.00295469
2018-01,0.00465285,-0.0083682,-0.01140251,-0.00455789,-0.01624016,-0.00510441,-0.01494505,0.01767129
2018-00,0.02526776,-0.04642166,-0.04867725,-0.02372583,-0.01441615,-0.0223914,-0.00655022,0.01408763
2017-52,-0.00681695,0.00727273,0.0159204,0.00426257,-0.00376825,0.00521059,0.00043611,0.00192134
2017-51,-0.00038688,-0.00724638,-0.00198413,0.0,-0.01611418,-0.00043403,-0.01793339,0.01563767
2017-50,0.03891019,-0.08103728,-0.07904085,-0.03796446,-0.02422907,-0.03947368,-0.0016942,0.02625847
2017-49,0.06984098,-0.13237221,-0.13672155,-0.06899056,-0.0264731,-0.06841716,0.00127443,0.0276739
2017-48,-0.03862661,0.07916667,0.07744875,0.03970037,0.01969178,0.04006105,0.00212857,-0.02234637
2017-47,0.05126787,-0.10559006,-0.10129164,-0.05106383,-0.03050564,-0.05162455,-0.0008507,0.02831027
2017-46,0.00903238,-0.02828054,-0.03082614,-0.01355014,-0.00041118,-0.01345291,0.01540436,-0.0001291
2017-45,-0.04292397,0.08539604,0.08807588,0.04548685,0.03458582,0.04445248,0.00777202,-0.03317182
2017-44,0.02522283,-0.04844291,-0.0511041,-0.02539465,0.00386266,-0.02580195,0.0,-0.00494254
2017-43,0.01382532,-0.03724605,-0.03817734,-0.01830508,-0.01355932,-0.017962,0.01007005,0.0126408
2017-42,0.02647059,-0.05775764,-0.05452292,-0.02592087,-0.01436417,-0.02772964,-0.0008643,0.01568381
2017-41,0.06932123,-0.12857143,-0.1282586,-0.06508135,-0.02949495,-0.06433121,0.00605798,0.03012837
2017-40,0.03433836,-0.06642066,-0.06875632,-0.03211859,-0.01252019,-0.03203518,-0.00687581,0.01284404
2017-39,0.05254294,-0.10079365,-0.09846827,-0.0516055,-0.01833073,-0.05132692,-0.00042955,0.01887305
2017-38,-0.00724153,0.01129032,0.01599289,0.00577701,0.01343343,0.00647059,0.00519481,-0.01657976
2017-37,0.06630314,-0.12708601,-0.12477845,-0.06411582,-0.02777778,-0.06443977,0.00565217,0.02859558
2017-36,0.008056,-0.01369863,-0.00841121,-0.0053424,0.02175544,-0.00445104,0.00836268,-0.02057787
2017-35,0.02344845,-0.04501801,-0.04802632,-0.02351176,-0.00607441,-0.02367617,0.00264784,0.00528218
2017-34,0.06111338,-0.13510747,-0.13911347,-0.0676866,-0.02071006,-0.06621112,-0.0091663,0.0203878
2017-33,-0.12571146,0.22903412,0.22972547,0.11641791,0.03840304,0.11675512,-0.01894918,-0.03783485
2017-32,-0.22061542,0.4751416,0.48381543,0.23463389,0.09765625,0.23473541,-0.0120783,-0.09416146
2017-31,-0.00197911,-0.00061463,0.0003358,0.00052826,0.01223845,0.00080472,0.00084782,-0.01369683
2017-30,-0.02485949,0.05162524,0.05191638,0.02524168,-0.00777907,0.02428377,-0.01506276,0.00935829
2017-29,0.04288007,-0.08164414,-0.08225508,-0.0409919,0.00153669,-0.04161315,0.01133977,-0.00162624
2017-28,0.06137229,-0.11474633,-0.11934156,-0.06113942,-0.03752277,-0.05926623,-0.00373909,0.03578047
2017-27,-0.01728364,0.02260148,0.021,0.01282051,0.01707228,0.01299907,0.0,-0.01644972
2017-26,-0.04040224,0.07590423,0.0786268,0.04054054,0.0047619,0.04011742,-0.01399177,-0.0049568
2017-25,0.00274424,-0.00436893,-0.00527983,-0.00235516,-0.00573066,-0.00191205,-0.00285714,0.00769008
2017-24,0.03723231,-0.07227388,-0.07247706,-0.03648352,-0.02532512,-0.03660714,-0.01285141,0.02357564
2017-23,-0.00346487,0.00043365,0.00567108,0.00178412,-0.00171409,0.00271493,-0.00320256,0.00530062
2017-22,0.01299793,-0.02889928,-0.02594995,-0.01456954,-0.00680504,-0.01434978,-0.00521879,0.00365352
2017-21,0.03318525,-0.06953125,-0.06729131,-0.03513971,0.00033546,-0.03442341,0.00886382,-0.00015456
2017-20,-0.09621731,0.08974855,0.09190556,0.06185567,0.01436206,0.06108202,-0.02653141,-0.01609409
2017-19,0.00246641,-0.00516034,-0.00640512,-0.00251889,0.00971199,-0.00255319,0.01190476,-0.01141095
2017-18,-0.00477485,0.00421496,0.00381679,0.00328272,0.01367521,0.00166251,0.0004,-0.01463709
2017-17,0.02385826,-0.04657619,-0.05023443,-0.02460592,-0.02119335,-0.02494154,-0.00870253,0.02102767
2017-16,0.00502986,-0.01505736,-0.01401869,-0.00750597,-0.01504702,-0.00760719,-0.01704766,0.01761027
2017-15,-0.06805961,0.14282203,0.14453333,0.0700659,0.00893683,0.07107671,-0.00191791,-0.0103454
2017-14,-0.03958422,0.07148912,0.07230392,0.03692652,0.0009375,0.03703704,-0.0045819,-0.00246508
2017-13,0.03383872,-0.07538218,-0.0765277,-0.03822575,-0.03357532,-0.03798393,-0.00111235,0.03582951
2017-12,-0.05793735,0.11719853,0.11437309,0.06111736,0.01560156,0.06155015,-0.00406204,-0.01538988
2017-11,0.05031772,-0.10506329,-0.10082645,-0.05248227,-0.02963393,-0.05107914,0.00036832,0.02869718
2017-10,0.01067236,-0.02364066,-0.0257732,-0.01202749,-0.00862317,-0.01184669,-0.00514139,0.00765942
2017-09,0.02547974,-0.04347826,-0.0504717,-0.02306425,-0.0115493,-0.026,-0.00729129,0.00980214
2017-08,-0.01749294,0.03777778,0.0362494,0.01833333,0.04025302,0.01960784,0.02008181,-0.03847524
2017-07,-0.00247353,-0.01123596,-0.01363858,-0.0033557,-0.04135443,-0.00272294,-0.02922078,0.04193489
2017-06,0.03218372,-0.06849315,-0.06646783,-0.03453689,-0.00191886,-0.03562341,0.00364299,0.0007446
2017-05,0.03452391,-0.07103825,-0.06626984,-0.03484848,-0.02200161,-0.03564843,-0.00543478,0.02165242
2017-04,0.07948145,-0.14590164,-0.14740608,-0.07369942,-0.04241014,-0.07426901,-0.00396539,0.04191263
2017-03,0.03209302,-0.06475904,-0.06578947,-0.03185596,-0.03275819,-0.03198653,-0.01953819,0.0321073
2017-02,0.02623014,-0.05390071,-0.05462963,-0.02550336,0.0071066,-0.02558519,0.00832429,-0.00761523
2017-01,0.06977937,-0.13341493,-0.132,-0.06625,-0.03414634,-0.06636272,-0.00504141,0.03264712
2016-52,-0.06992435,0.14698795,0.14678899,0.07080745,0.02493343,0.07265388,-0.00645856,-0.02472758
2016-51,0.02265989,-0.04894327,-0.04860267,-0.02272727,0.00459381,-0.0223301,0.0145296,-0.00503567
2016-50,0.0196868,-0.04545455,-0.04324324,-0.02370203,0.00333254,-0.02154975,0.00731797,-0.00468284
2016-49,0.03789449,-0.08033241,-0.0795569,-0.03934426,-0.01758912,-0.03902439,0.06346295,0.01596893
2016-48,-0.03249526,0.06138107,0.06418605,0.03164557,0.00886608,0.03337612,0.00627538,-0.00932755
2016-47,-0.0009393,0.00874891,0.00666667,0.00106383,0.00970874,0.00302768,-0.01699298,-0.01067692
2016-46,0.07071504,-0.14021888,-0.14157973,-0.07000946,-0.01353832,-0.07172996,0.00744325,0.01388889
2016-45,0.04566777,-0.10653753,-0.11503268,-0.05347594,-0.00549199,-0.05213613,-0.00481481,0.00198413
2016-44,-0.10442774,0.2312812,0.22905365,0.11082251,0.04079358,0.11154117,0.00779313,-0.04093567
2016-43,-0.09241413,0.19571231,0.20030234,0.09922179,0.02838178,0.09735909,-0.00559245,-0.02672508
2016-42,0.10097169,-0.17870322,-0.18265365,-0.09337861,-0.02838428,-0.09507406,-0.00244073,0.02863033
2016-41,-0.07496075,0.15640097,0.15734036,0.07734304,0.02726866,0.07803254,-0.004851,-0.02708147
2016-40,0.01822633,-0.03503893,-0.03404255,-0.01748252,-0.00352578,-0.01705151,0.00138793,0.00339982
2016-39,0.04317469,-0.09204602,-0.08916849,-0.04568106,-0.02662974,-0.04419703,-0.00894085,0.02345766
2016-38,0.1107282,-0.20937363,-0.21213569,-0.10641628,-0.04155412,-0.10853697,0.0065337,0.04275763
2016-37,-0.07934936,0.13793103,0.13814433,0.07003257,0.01628392,0.07199735,-0.01390302,-0.01693298
2016-36,-0.15264438,0.29656992,0.29595376,0.15034965,0.04984959,0.14914773,-0.00373388,-0.05626009
2016-35,0.04360943,-0.08409506,-0.08604302,-0.04234528,-0.0048513,-0.04307488,0.00412371,0.00541304
2016-34,-0.02404043,0.04535044,0.04620794,0.02285714,0.00506436,0.02390438,0.00171762,-0.00680911
2016-33,0.00273075,-0.01186131,-0.01447106,-0.00570497,0.01460795,-0.00563287,0.01883502,-0.0142923
2016-32,0.00712291,-0.01391304,-0.0161597,-0.00873016,0.0019305,-0.008088,0.00069808,-0.00437788
2016-31,0.0488097,-0.11009174,-0.09823987,-0.05025868,-0.00652769,-0.04786273,0.00526685,0.00562193
2016-30,0.08735936,-0.16541353,-0.16059603,-0.08266667,-0.03790323,-0.08276798,0.00813583,0.0372002
2016-29,0.02299046,-0.05555556,-0.05279503,-0.022035,0.004477,-0.02624672,0.02159827,-0.00364166
2016-28,0.04583333,-0.07878788,-0.08731241,-0.04424242,-0.02151599,-0.0431566,-0.00430108,0.01893845
2016-27,0.112432,-0.19806763,-0.20087336,-0.10434783,-0.04326376,-0.10497238,-0.00357782,0.04523005
2016-26,0.20816424,-0.36728395,-0.39877717,-0.2056239,-0.06937033,-0.20125786,-0.04607509,0.06644701
2016-25,-0.22578322,0.23970037,0.25104603,0.16479017,0.05085066,0.16283925,0.04836937,-0.06388889
2016-24,0.06072957,-0.1091954,-0.1133758,-0.05990165,-0.03410497,-0.05758684,-0.00966702,0.03035187
2016-23,-0.11412793,0.23853211,0.2412731,0.1173088,0.06356099,0.1186839,0.00675676,-0.05705344
2016-22,0.03972868,-0.07438017,-0.07926267,-0.041939,-0.01614786,-0.04120267,-0.00358038,0.01507416
2016-21,0.10030233,-0.19471947,-0.18787425,-0.09373458,-0.04728352,-0.09466264,0.0,0.04826353
2016-20,-0.01045173,0.01003344,0.01503759,0.00790905,0.02800908,0.00909091,0.0086362,-0.02651326
2016-19,-0.01515705,-0.00304878,0.00618982,0.00712251,0.00331981,0.00484027,0.01201748,-0.0063857
2016-18,-0.01362799,0.01470588,0.01461794,0.00795508,0.02145522,0.01052632,0.0,-0.02171169
2016-17,-0.04322605,0.06094183,0.07111391,0.03932327,0.02029039,0.03738318,0.00073448,-0.02271007
2016-16,-0.00823723,0.01142857,0.01838477,0.00887021,0.03609052,0.00761905,0.01189149,-0.03509615
2016-15,0.10298219,-0.17901235,-0.19146963,-0.09707972,-0.03541742,-0.09677419,0.00711078,0.03285049
2016-14,-0.06408228,0.08027523,0.09128847,0.05314213,0.0401446,0.05068729,0.00916031,-0.04394531
2016-13,0.10779719,-0.17519685,-0.19841619,-0.1013986,-0.067242,-0.10229976,-0.01009346,0.07008017
2016-12,-0.03057592,0.04618474,0.05327314,0.02672956,0.02399267,0.02813505,0.01402578,-0.02633578
2016-11,0.05977641,-0.10066007,-0.11985019,-0.05937388,-0.0141248,-0.05951506,-0.0026465,0.01451153
2016-10,0.04201884,-0.07817109,-0.09084924,-0.04530088,-0.01855706,-0.04482759,0.00493921,0.01813817
2016-09,0.1266269,-0.22919042,-0.23880221,-0.12228503,-0.0674539,-0.12150668,-0.02914054,0.06659078
2016-08,-0.02597403,0.0403423,0.03706688,0.02224282,0.01000985,0.02202643,-0.01207464,-0.01121076
2016-07,0.06926915,-0.13088512,-0.13254756,-0.06605056,-0.02966625,-0.0675526,-0.00906454,0.02846131
2016-06,-0.03495261,0.06381039,0.06392329,0.03293173,0.04353999,0.03384279,0.022694,-0.04327621
2016-05,-0.10338726,0.21723301,0.21470432,0.10627719,0.06866953,0.10702977,0.01165414,-0.06577896
2016-04,0.08036454,-0.16087388,-0.1626034,-0.08126411,-0.0497818,-0.08050604,-0.01538462,0.0464527
2016-03,0.06053874,-0.1342155,-0.1344086,-0.06243063,-0.04031621,-0.06373378,-0.00945798,0.03670777
2016-02,-0.12207602,0.20501139,0.20676692,0.10913003,0.05840768,0.11083281,0.03921569,-0.05960973
2016-01,-0.15636902,0.33333333,0.33979975,0.16204986,0.06299496,0.16126761,0.01589763,-0.0629648
2016-00,-0.03721374,0.06825939,0.06699285,0.03589156,0.01294559,0.03574204,-0.00154859,-0.0175981
2015-51,0.05301645,-0.10401189,-0.11508453,-0.05597148,-0.03577149,-0.05656273,-0.02433545,0.03700925
2015-50,-0.01749271,0.00404313,0.00177043,0.00683527,0.01058388,0.00835073,-0.03238719,-0.01181201
2015-49,-0.21821961,0.51299827,0.53233256,0.24920635,0.10732984,0.24919355,0.02194124,-0.09969505
2015-48,0.01694625,-0.0704698,-0.07815408,-0.03149606,-0.01782399,-0.03202562,-0.01146874,0.01786134
2015-47,-0.00137552,0.00498339,-0.00585223,0.0,0.00295803,-0.00158856,0.00334076,-0.00283152
2015-46,0.00872507,-0.03927492,-0.03442513,-0.01462317,0.00273125,-0.01599391,-0.00517751,-0.00429287
2015-45,-0.1469702,0.31050955,0.31725352,0.15492409,0.08885148,0.15323855,0.01626016,-0.08642544
2015-44,-0.01234761,0.01238938,0.01817463,0.00993789,0.01019427,0.01010101,-0.00256975,-0.01030235
2015-43,0.01841004,-0.04447853,-0.04405286,-0.02339854,-0.00974444,-0.02185792,-0.00220103,0.00745399
2015-42,-0.04310078,0.00487805,0.00580131,0.01818917,0.0,0.01724138,-0.01062271,-0.01218412
2015-41,-0.00413839,-0.04576043,-0.0477327,-0.01445515,0.00018188,-0.01279157,-0.00255474,-0.0097493
2015-40,0.06020503,-0.11603376,-0.12451183,-0.06231648,-0.0234589,-0.06283069,-0.03636364,0.02536321
2015-39,0.11391572,-0.19760479,-0.20325203,-0.1049876,-0.04315197,-0.10452767,-0.02389078,0.04551576
2015-38,-0.09578191,0.16683217,0.16948418,0.09029563,0.03307296,0.09067189,-0.01002766,-0.03543604
2015-37,0.02780597,-0.12942062,-0.12976974,-0.05200341,-0.06618881,-0.05577918,-0.06558442,0.05501355
2015-36,0.02384408,-0.05488239,-0.05767442,-0.02548476,-0.01700527,-0.02746637,-0.01413882,0.01618212
2015-35,-0.11306432,0.1488498,0.16091784,0.0901323,0.08228247,0.09111235,0.06148649,-0.08372214
2015-34,-0.08785439,0.09872611,0.10034904,0.06344869,0.06636864,0.06288533,0.07402032,-0.06232227
2015-33,-0.25741112,0.66727273,0.65848833,0.30978007,0.07638191,0.30674264,-0.0189179,-0.07515949
2015-32,-0.03203803,0.0619137,0.05689726,0.03001429,0.00020133,0.02995169,-0.00529701,-0.00079554
2015-31,-0.02355281,0.03790614,0.04594059,0.02485929,0.0044097,0.02186312,-0.00300413,-0.0010002
2015-30,0.09913491,-0.18918919,-0.19004666,-0.0971238,-0.02750529,-0.09805579,0.00832387,0.02915452
2015-29,-0.03466724,0.06,0.0600874,0.0326087,0.01685839,0.03213958,0.00528501,-0.01813419
2015-28,0.08683473,-0.16666667,-0.17083459,-0.08515916,-0.02975619,-0.08458961,-0.00338983,0.0316074
2015-27,0.00800413,-0.07873211,-0.07583893,-0.03104693,-0.0113118,-0.03081438,-0.01492537,0.01155943
2015-26,0.00037764,-0.04517454,-0.04292135,-0.01749909,-0.02078017,-0.01701183,-0.03020833,0.01866725
2015-25,0.00252924,-0.02933333,-0.0125149,-0.00551315,-0.01365706,-0.00516796,-0.00455023,0.01158221
2015-24,0.03850548,-0.07865169,-0.08335401,-0.04271845,-0.01661797,-0.04018913,0.0,0.01393654
2015-23,0.06465868,-0.10752688,-0.12444025,-0.06373293,-0.03198562,-0.06245181,-0.00414508,0.02851545
2015-22,-0.01767338,0.03409091,0.02594458,0.01412873,0.01346118,0.01275917,0.00242382,-0.01614617
2015-21,0.0194678,-0.05319149,-0.03935514,-0.01871658,-0.00510204,-0.02089783,-0.00207326,0.00580146
2015-20,0.03637407,-0.09278351,-0.07626919,-0.03692425,-0.0228385,-0.03869969,0.00380755,0.01331901
2015-19,0.05112219,-0.0877193,-0.09751244,-0.05217087,-0.02471284,-0.05117271,-0.00034459,0.02224719
2015-18,0.0070844,-0.03539823,-0.02956167,-0.01243781,-0.00858896,-0.01154401,-0.01440329,0.0075707
2015-17,0.02552553,-0.05833333,-0.07129278,-0.03406745,-0.01639061,-0.03424179,0.0,0.01831336
2015-16,0.03042063,-0.05042017,-0.05876777,-0.03094911,-0.01187812,-0.03004892,-0.00273131,0.01471254
2015-15,0.01686207,-0.05223881,-0.04240882,-0.01889251,0.00717458,-0.0205298,0.01213172,-0.01204272
2015-14,0.10353571,-0.1910828,-0.18754526,-0.09770808,-0.04341342,-0.09471095,-0.00242215,0.04366197
2015-13,-0.00430169,0.00617284,0.00698812,0.0041543,0.01619567,0.00482509,0.00693963,-0.01435632
2015-12,-0.02124277,0.01775148,0.03673469,0.0199355,0.01076872,0.01905896,0.00559636,-0.01588043
2015-11,0.06451613,-0.13930348,-0.12298851,-0.06312382,0.00329979,-0.0630137,0.01748751,-0.0023546
2015-10,-0.02348153,0.01970443,0.02186099,0.01471375,0.02512061,0.01467391,0.01071046,-0.0269329
2015-09,-0.05236232,0.05527638,0.10191847,0.0498615,0.01435966,0.0518602,-0.00566974,-0.01410405
2015-08,0.05251963,-0.09565217,-0.10576441,-0.0523507,-0.03913524,-0.05061983,-0.00877809,0.0390625
2015-07,0.06706046,-0.11627907,-0.12654321,-0.06391605,-0.01664333,-0.06540698,0.00175871,0.01757861
2015-06,0.10910488,-0.17096774,-0.19850852,-0.10334477,-0.05619639,-0.10204972,-0.00806169,0.06032241
2015-05,0.00867553,-0.04075235,-0.04236996,-0.01632393,0.00944245,-0.0168031,0.00922313,-0.00974609
2015-04,-0.20218847,0.36679537,0.39965398,0.20473201,0.0831758,0.20461237,0.00493653,-0.09060322
2015-03,0.08679525,-0.16320475,-0.17334637,-0.08452782,-0.04175304,-0.0856898,-0.0288759,0.03951058
2015-02,-0.05884426,0.11726384,0.11539836,0.05668284,0.02186124,0.05652759,-0.00448276,-0.02044378
2015-01,0.02933057,-0.07868852,-0.08120733,-0.03917205,-0.03078078,-0.03927765,-0.02495726,0.026
2015-00,-0.08868725,0.15652174,0.17992241,0.08710348,0.04004595,0.08817318,0.003861,-0.04088625
2014-51,-0.00408759,0.00865801,0.00821256,0.00182055,0.01972812,0.00105485,0.0074048,-0.01873166
2014-50,0.08217362,-0.1968254,-0.20284821,-0.09738664,-0.07546324,-0.09508644,-0.04008084,0.07013181
2014-49,-0.21771413,0.50226244,0.53547728,0.25122884,0.1125719,0.25125069,0.00543109,-0.10662177
2014-48,0.08510638,-0.16129032,-0.17029973,-0.08780109,-0.03643986,-0.085353,0.00477164,0.03058662
2014-47,-0.00382132,-0.01282051,0.00594943,0.00271003,-0.00476738,0.00275179,0.00136193,0.00355714
2014-46,0.02396694,-0.03968254,-0.04903284,-0.02507108,0.01412429,-0.02314571,0.01874349,-0.01023587
2014-45,-0.02658432,0.04132231,0.04844779,0.02597403,0.00584991,0.02638665,-0.00414651,-0.0061552
2014-44,0.0608747,-0.10380623,-0.11308375,-0.06107784,-0.0344283,-0.05802048,-0.00445511,0.03595453
2014-43,0.07029549,-0.13580247,-0.14596802,-0.07270668,-0.02864259,-0.07047444,-0.01898305,0.02865195
2014-42,0.06070234,-0.15128205,-0.15040765,-0.07142857,-0.04457478,-0.07076664,-0.05319149,0.04571429
2014-41,-0.01490683,-0.07099391,-0.07510493,-0.026709,-0.02858744,-0.0277145,-0.02532427,0.01593011
2014-40,-0.18935756,0.36877076,0.36790393,0.19389764,0.07029766,0.19201995,0.02026144,-0.07298941
