Month,CQQQ,FDN,FXL,IEUS,IGM,IGN,IGV,IXN,IYW,PNQI,PSCT,PSI,PSJ,PTF,PXQ,QQQ,QTEC,REW,ROM,RYT,SKYY,SMH,SOCL,SOXL,SOXS,SOXX,SSG,TDIV,TECL,TECS,USD,VGT,XLK,XNTK,XSD,XSW
2018-05,0.02990033,0.07907836,0.05226093,-0.00507703,0.0542887,0.00176922,0.0440647,0.04914083,0.06088244,0.04291779,0.06788919,0.11257606,0.07108872,0.08463727,0.04360993,0.04480109,0.04162775,-0.12272727,0.12074303,0.03978288,0.03562137,0.08579393,0.04642108,0.29137713,-0.24318182,0.09295459,-0.16534989,0.01934739,0.16145386,-0.14867321,0.18166384,0.05776659,0.05464565,0.04679912,0.09494232,0.03983499
2018-04,-0.02046784,0.05638488,0.01164319,0.02863791,0.03765642,0.02324657,0.04727975,0.02065765,0.02497386,0.0441699,0.01384636,-0.03739612,0.04520689,0.00935084,0.03148457,0.03489428,0.0109081,-0.06642903,0.04843893,0.02397917,0.06192415,-0.03287004,0.0077427,-0.09771963,0.04432757,-0.0257325,-0.00544811,0.01533471,0.05904024,-0.08466454,-0.02064897,0.02445388,0.02510327,0.02123142,-0.0088086,0.04647696
2018-03,-0.0329599,-0.00986031,0.00036536,0.01077006,-0.01712649,0.01565597,-0.0025312,-0.01208611,-0.02204115,-0.01616379,0.01762462,0.00305927,0.00506806,0.01346086,0.01686446,-0.02487562,-0.0023819,0.02272727,-0.05054673,-0.01030723,-0.00560399,-0.00524985,-0.04471433,-0.04945331,-0.01970443,-0.008588,-0.02611191,-0.009375,-0.08311165,0.03449502,-0.00224669,-0.01831182,-0.02110217,-0.02495697,-0.00115224,0.0164487
2018-02,-0.0140172,0.01075534,0.0043494,-0.05352961,0.00830601,0.01608419,0.01157298,-0.00705651,0.00457706,0.01021584,-0.01591784,0.00018871,0.01990924,0.02293741,0.02566242,-0.00445113,0.00419452,-0.02914326,-0.00089659,-0.00182304,-0.00102501,0.0063541,0.00715465,-0.01415011,-0.07716786,0.00718669,-0.08184358,-0.00557258,-0.04272187,-0.02678248,0.03171435,0.00166218,-0.00490269,0.01403006,-0.03002755,0.01574697
2018-01,0.02262227,0.09714594,0.0639076,0.04714989,0.07953409,0.03305102,0.0887536,0.05632891,0.05595304,0.09928958,0.00155099,0.03227688,0.07528897,0.07604779,0.04385774,0.06884243,0.05884785,-0.10242839,0.1112464,0.07472912,0.0616663,0.06112916,0.05405405,0.16506497,-0.17411608,0.05759497,-0.09788965,0.04436068,0.17619089,-0.16069259,0.09026465,0.06101118,0.05738091,0.07847637,0.01867453,0.07122261
2017-12,0.01684636,0.01327923,-0.00292912,0.03190319,0.00696571,0.00103907,-0.00361547,0.00847514,0.00536728,0.02543424,-0.01052768,-0.00079777,-0.00688145,-0.00547686,-0.01744186,0.01028834,0.00154625,-0.01953712,0.00667895,0.00219811,0.0118198,-0.00176825,0.03486181,-0.01918517,0.00184162,-0.00333532,-0.01130351,0.00708801,0.02340094,-0.03206583,0.00123885,0.00651001,0.01061605,0.00518216,-0.00690846,0.00756804
2017-11,0.02562797,0.0151953,0.01935229,-0.00146628,0.01195652,0.05234579,0.00115845,0.00402906,0.00952978,-0.0036826,-0.01885133,-0.0329085,0.00340716,0.01535545,0.03429844,0.02003461,0.00181895,-0.02331071,0.01866883,0.01328382,0.03784907,-0.01071101,-0.00092507,-0.00600083,-0.02895872,0.00271739,-0.01257557,0.02043269,0.0342344,-0.04355017,0.0036523,0.01122334,0.01395424,0.01247828,0.01210549,0.02786011
2017-10,0.0250662,0.04564921,0.06214807,0.0122177,0.0731265,-0.00496868,0.06838074,0.07190564,0.07647178,0.03067041,0.01204215,0.08272801,0.05451339,0.05671524,0.01409081,0.04513213,0.06528497,-0.13924374,0.16119963,0.04977206,0.04104657,0.08165511,0.03364306,0.26176927,-0.21734893,0.08202777,-0.1701327,0.05361675,0.19845447,-0.17506812,0.20731348,0.07088979,0.06351398,0.06101638,0.06798045,0.03760995
2017-09,0.0240832,0.01881159,0.02734123,0.0345948,0.01029508,0.00571429,-0.00639586,0.0121116,0.00359152,0.0057571,0.05874427,0.07643312,0.03032828,0.03542904,0.01914748,-0.00159833,0.03299064,-0.00405063,0.00579749,0.02447472,0.01073433,0.04855384,0.00945858,0.13715711,-0.14138923,0.04726736,-0.10853254,0.01193934,0.02029584,-0.02925005,0.10901259,0.00864223,0.00889431,0.01151762,0.02050797,0.01602115
2017-08,0.07561024,0.01545611,0.02608311,-0.00306337,0.0169966,-0.0261452,0.03279725,0.02370403,0.02985699,-0.01156905,-0.04089847,0.0145969,0.02718413,-0.00856095,0.00342936,0.01837586,0.02281309,-0.06189234,0.05894077,0.01461623,0.00738007,0.02745803,0.04098361,0.05624933,-0.08364312,0.02268966,-0.04089096,0.00717313,0.06461839,-0.07653165,0.02882636,0.02560376,0.02391149,0.02726796,-0.02659657,0.0097316
2017-07,0.09982601,0.05337737,0.04547575,0.05053352,0.05290968,0.01189952,0.05407413,0.05388941,0.04694836,0.08880157,0.04287464,0.08669109,0.06425703,0.08056662,0.01586931,0.0517023,0.04180382,-0.10740978,0.09324961,0.04505909,0.04338843,0.06080736,0.05565595,0.19442644,-0.1761158,0.06291488,-0.11390382,0.01497504,0.16008018,-0.14455139,0.13414634,0.04981011,0.05188679,0.04489646,0.06802267,0.03075927
2017-06,0.03259892,-0.01199291,-0.03416704,-0.01222157,-0.02709309,-0.023661,-0.01910782,-0.01974184,-0.03219005,-0.01855906,-0.01828861,-0.07798574,-0.01769756,-0.04037657,-0.02980357,-0.02696887,-0.03996877,0.05359597,-0.06503948,-0.02602555,-0.0173716,-0.04979602,-0.01588983,-0.16066222,0.13625044,-0.05128028,0.08817798,-0.02911679,-0.09550348,0.08374572,-0.10829103,-0.03014122,-0.03069379,-0.01851193,-0.04616834,-0.00176
2017-05,0.01171337,0.0156602,0.0412178,0.03461776,0.03449492,0.00313972,0.05261956,0.03844328,0.03322889,0.03418803,0.01320677,0.04890033,0.04664939,0.0389071,0.01489065,0.02980869,0.05167023,-0.09630852,0.0634019,0.03413307,0.01304014,0.0677792,0.05882353,0.23120422,-0.21700472,0.0766141,-0.14983306,0.01150181,0.0917444,-0.09380349,0.15339578,0.03485313,0.03174901,0.0311284,0.08031308,0.04465038
2017-04,0.03749099,0.0475866,0.0226834,0.06886625,0.02893561,-0.00022472,0.03797771,0.02796228,0.02465506,0.0489688,0.01720976,0.02508524,0.04110657,0.02264493,0.00633357,0.02791449,0.02206382,-0.02903484,0.05105402,0.02444822,0.02156192,0.00234009,0.06382114,-0.00683132,-0.01198721,0.00067654,-0.00165586,0.00667111,0.060181,-0.06199969,-0.00666405,0.02640738,0.02106687,0.03343641,-0.00629573,0.02214533
2017-03,0.03140578,0.00502283,0.00723764,0.02679382,0.01025755,-0.00111012,0.01349181,0.01922113,0.01149163,0.01222651,0.00470719,0.04127863,0.00546022,0.00813743,0.01894837,0.00922981,0.01353435,-0.03123181,0.0220662,0.00713558,0.01246354,0.03143392,0.01033485,0.07958188,-0.08459439,0.02802518,-0.04941552,0.00033223,0.0188448,-0.027897,0.0509915,0.0083682,0.00797976,0.01983114,-0.00134635,0.00222679
2017-02,0.04146982,0.00995783,0.04005102,0.0043618,0.03820469,0.04544411,0.05432163,0.0354666,0.03912765,0.0246475,0.00239808,0.02068063,0.03357216,0.02478169,0.03521825,0.03657644,0.03602954,-0.07523676,0.07552758,0.04446044,0.03671766,0.01580756,0.02361529,0.03161222,-0.0425147,0.01207482,-0.05378584,0.03146611,0.11906462,-0.11004973,0.01651842,0.0418743,0.03747696,0.04563287,0.01033592,0.0409304
2017-01,0.08942857,0.05631885,0.03334215,0.03499521,0.04045163,0.01088467,0.06517182,0.04111857,0.03939062,0.07468929,0.0218831,0.04204957,0.03221053,0.04537478,0.01951343,0.0421322,0.06102476,-0.08238095,0.07026144,0.03505174,0.04897959,0.03730913,0.08186047,0.12111033,-0.12563476,0.04193468,-0.04336043,0.02553191,0.07758621,-0.0805956,0.04198646,0.03493633,0.02647183,0.05323772,0.03118803,0.02596685
2016-12,-0.03644964,0.01810993,0.03954646,0.05040323,0.03357294,0.03062201,0.00742322,0.03433394,0.03930554,0.00437637,0.05308792,0.08368708,0.01724881,0.03584416,0.02647975,0.02904454,0.04909718,-0.07598039,0.07314362,0.03697561,0.01735488,0.0669746,-0.0331216,0.26043294,-0.22713437,0.08325038,-0.15016006,0.04226919,0.13058341,-0.12434608,0.14757482,0.0382255,0.04417671,0.03424813,0.07531707,0.01595645
2016-11,-0.02582345,-0.00868271,0.0553516,-0.02046856,0.00841176,0.07480414,-8.969e-05,0.00244017,0.01138932,-0.01702227,0.11361378,0.10678074,0.03444564,0.03104953,0.05938748,0.0119771,0.03708207,-0.03269514,0.02293876,0.03995277,0.0172619,0.05053151,-0.01224311,0.25244106,-0.2301089,0.08164975,-0.12756286,0.03243848,0.02250382,-0.04101723,0.13496281,0.01343853,0.01037528,0.01451217,0.07959102,0.03776091
2016-10,-0.05073365,-0.00440583,-0.01546107,-0.05946321,-0.00452377,-0.0126992,-0.00594077,-0.00454377,-0.0001724,-0.0144138,-0.03539683,-0.01430348,-0.02893758,-0.04310765,-0.03229941,-0.01319648,0.00200602,0.00331375,-0.00106135,-0.00457287,0.01221692,-0.00967498,-0.07741421,-0.02833371,0.01387037,-0.00778174,0.03253928,-0.01950867,-0.01612228,0.01050844,-0.02957393,-0.00248778,-0.00457516,0.00133274,-0.03497585,-0.02911555
2016-09,0.0531692,0.03031834,0.02079236,0.01151045,0.02319328,0.03722721,0.00720576,0.02578688,0.01998072,0.02730575,0.02357724,0.02374921,0.01271098,0.02146029,0.05809575,0.01958202,0.02971523,-0.04939863,0.04053462,0.02087869,0.01415663,0.03976918,0.05567361,0.0894699,-0.11539849,0.03375012,-0.07687159,0.01686835,0.04533623,-0.06298897,0.07097792,0.02069146,0.01790847,0.01945261,0.02177324,0.0136481
2016-08,0.1120283,0.01514957,0.03056769,0.01917476,0.01766875,0.0533954,0.02139086,0.01908545,0.01635827,0.03485812,0.02940182,0.06435138,0.01788376,0.00774419,0.0304878,0.00513229,0.05294246,-0.02780852,0.03652134,0.02747141,0.03428928,0.03976436,0.07455131,0.13973064,-0.13449046,0.04629721,-0.07966962,0.00704225,0.02877051,-0.03328523,0.09866512,0.01883929,0.0096283,0.0322807,0.02693328,0.01639344
2016-07,0.03219871,0.06747452,0.05862388,0.05055612,0.07233807,0.0680292,0.04825482,0.08068408,0.08351178,0.05055743,0.07005095,0.1307366,0.06112746,0.062417,0.10796678,0.06610395,0.08495491,-0.15438799,0.16997852,0.07205336,0.07863652,0.12207697,0.04932302,0.3923802,-0.30661337,0.11976447,-0.19149972,0.07741421,0.21228744,-0.1835843,0.22004205,0.07500241,0.06856869,0.07908034,0.13423131,0.06182473
2016-06,-0.00490798,-0.01877551,-0.01634383,-0.08536869,-0.02206547,-0.0288217,-0.01336471,-0.01481098,-0.02134757,-0.02434982,-0.01642564,-0.01511716,-0.00786871,0.00079702,-0.03989202,-0.02291143,-0.01188534,0.03395062,-0.05210728,-0.01538131,-0.03497875,-0.00200657,0.05265849,-0.06900212,-0.00108007,-0.01604684,-0.01768268,0.00522928,-0.04459103,0.01396955,-0.00618557,-0.0226287,-0.01116655,-0.02521008,-0.02710573,-0.01931796
2016-05,0.01656442,0.0426108,0.05714286,0.00748188,0.04485787,0.00944747,0.04628622,0.04135703,0.05056966,0.02847068,0.03585361,0.09109731,0.03540445,0.03219593,0.0141061,0.03399788,0.07305479,-0.10138844,0.10253521,0.05638286,0.05743945,0.07734807,0.06456864,0.24295302,-0.2213273,0.07865036,-0.1283568,0.03934701,0.12514723,-0.12277901,0.14820717,0.04727129,0.04120405,0.04004107,0.06176682,0.03860523
2016-04,-0.00394298,0.01018034,-0.04503676,0.01605175,-0.0404862,-0.02346369,-0.01087924,-0.05228557,-0.06434014,0.00460103,-0.02248629,-0.05840847,-0.00799812,-0.03328859,-0.00726832,-0.04200428,-0.05159296,0.12081496,-0.12422206,-0.04661802,-0.01507366,-0.0521559,0.01551247,-0.15769231,0.1485327,-0.05273788,0.09601667,-0.0548054,-0.16675,0.1851643,-0.09506264,-0.05390684,-0.05740394,-0.02399596,-0.05613875,0.01571459
2016-03,0.07024927,0.01395694,0.05398374,0.05368448,0.05257542,0.03306498,0.05280286,0.06282895,0.05890617,0.03048449,0.04337027,0.07542373,0.03586342,0.04074178,0.05527157,0.03537322,0.05516373,-0.11470062,0.12514188,0.05761651,0.05400507,0.05974338,0.04618938,0.17837338,-0.16928217,0.05923887,-0.1199509,0.07069847,0.17875414,-0.15992077,0.13083333,0.05722289,0.05688623,0.05623996,0.05074915,0.04681606
2016-02,0.00363757,-0.02273747,0.00369004,-0.01807536,-0.00958782,0.06770186,-0.02494163,-0.01389352,-0.01407876,0.00602157,0.03807981,-0.01579172,0.01042461,-0.04069767,0.04784367,-0.01836312,0.00731835,-0.00565143,-0.02405797,0.0135899,0.0003712,0.00980801,-0.06568144,0.01628499,-0.07751772,0.01282211,-0.02633128,0.03103914,-0.04040088,0.00963708,-0.00431779,-0.01221747,-0.00991862,-0.0081367,0.00321543,-0.00447728
2016-01,-0.09289128,-0.08654777,-0.07401624,-0.05927526,-0.04703438,-0.0976431,-0.06609596,-0.03472745,-0.0416177,-0.08114404,-0.02451562,-0.04111842,-0.05096318,-0.06547155,-0.09560171,-0.04904914,-0.06072575,0.04459262,-0.08004298,-0.05826127,-0.07229332,-0.05692825,-0.05371248,-0.20688243,0.15919162,-0.06500643,0.09966874,-0.04439655,-0.08999135,0.03767573,-0.12987988,-0.0438177,-0.02440239,-0.07063008,-0.03924833,-0.08328128
2015-12,-0.02332116,-0.03417476,-0.03551347,-0.01361183,-0.0300233,-0.03224947,-0.02674253,-0.03682979,-0.03696137,-0.02928718,-0.04051054,-0.06096176,-0.04453991,-0.0547454,-0.05518207,-0.02568017,-0.03530512,0.05533001,-0.06839847,-0.0320026,-0.04094898,-0.03582878,-0.02784684,-0.10358283,0.08213955,-0.03231939,-0.01839066,-0.03782895,-0.09343687,0.07017544,-0.05540541,-0.03611446,-0.0295731,-0.03349282,-0.0390343,-0.03220799
2015-11,0.03485647,0.014092,-0.00358316,-0.00351453,0.00391514,-0.01191106,0.01017245,-0.00246305,-0.00159325,0.0217745,0.03389178,0.04183267,0.00388749,0.00628779,-0.01204144,-0.00514255,0.00451199,-0.04022462,-0.00675513,0.00728718,0.0106383,0.01964981,0.03636364,0.04026074,-0.06537388,0.01416724,-0.07044841,-0.01427989,-0.01093591,-0.0046565,0.0625,0.00224719,-0.00168148,0.00315764,0.05139852,0.02722178
2015-10,0.20186113,0.11896526,0.07221503,0.05948233,0.11206456,0.0649943,0.07913365,0.10706072,0.1044698,0.14064759,0.08366786,0.08796499,0.0807376,0.07103825,0.09541512,0.10863848,0.10928382,-0.20039611,0.21901324,0.09767726,0.07736804,0.09411259,0.11319648,0.35319149,-0.30288414,0.11246122,-0.19950079,0.09792419,0.33682008,-0.27357454,0.24093023,0.10406012,0.10438972,0.1013204,0.14065085,0.08030635
2015-09,0.04831461,-0.00151126,0.0029164,-0.01029412,0.0195915,-0.00028441,0.02443032,0.01900962,0.01996797,-0.00317552,0.01585959,0.01356674,0.01339399,0.01451187,-0.0009375,0.00943687,0.01442308,-0.04409981,0.03582555,0.01410019,-0.00326205,0.03903305,0.02198455,0.04401503,-0.10103195,0.02273024,-0.08408611,0.01272149,0.03957879,-0.07380172,0.08163265,0.01904863,0.01882674,0.01567657,0.01830791,0.00065602
2015-08,-0.13148032,-0.05050645,-0.06170652,-0.03076217,-0.05018676,-0.05521956,-0.06728193,-0.0539379,-0.0515807,-0.06096439,-0.0313561,-0.03748981,-0.07003891,-0.07968787,-0.06704385,-0.0652921,-0.05277369,0.06117997,-0.09674055,-0.04727023,-0.05427905,-0.04533333,-0.06172171,-0.16445517,0.09633473,-0.04856115,0.02551967,-0.04226543,-0.16189427,0.11011841,-0.06213266,-0.05233353,-0.05017561,-0.04175153,-0.0301769,-0.04931836
2015-07,-0.13395225,0.07321773,-0.01213522,0.00690926,0.03483667,0.03025435,0.0272026,0.00752122,0.01729591,0.04851052,-0.02412662,-0.05608546,0.02345564,0.00094206,-0.01612022,0.03736074,-0.00512445,-0.03537322,0.02833902,0.00527826,0.04214162,-0.04800777,-0.04489796,-0.15930388,0.14609604,-0.0516831,0.13101505,-0.013267,0.05639851,-0.07625405,-0.11769006,0.0171784,0.02167262,0.05250533,-0.07166907,-0.00059737
2015-06,-0.07306273,-0.00104058,-0.05164835,-0.01136891,-0.04252492,-0.04523259,-0.01740522,-0.04340619,-0.04717784,-0.00353405,-0.02118804,-0.07686908,0.00893487,-0.01534527,-0.01196302,-0.02813059,-0.06441999,0.09178846,-0.0940048,-0.05103494,-0.03212851,-0.08431583,-0.02474023,-0.24471607,0.28807856,-0.08702417,0.1808537,-0.05638215,-0.12830957,0.13040305,-0.17572464,-0.04220934,-0.04392638,-0.04199744,-0.06629464,-0.00019932
2015-05,-0.04144955,0.00766456,0.02542373,0.01909477,0.01090102,0.03429939,0.00636685,0.0068872,0.00860832,0.0049539,0.02111176,0.07086317,-0.00351947,0.04462326,0.02220372,0.00914547,0.01944705,-0.03015485,0.01572482,0.01402649,-0.00199933,0.04852557,0.01326531,0.17776439,-0.17332606,0.05960629,-0.12740424,-0.00351014,0.0150806,-0.03155733,0.12457684,0.01196565,0.00619118,0.00804986,0.06331826,0.01664975
2015-04,0.13804348,0.03165736,0.00722543,0.05397376,0.03156413,0.02195992,0.04324324,0.02397667,0.02752294,0.03772773,-0.01812572,-0.01526718,0.02461984,-0.00766,0.02671646,0.02452532,0.013269,-0.06107439,0.06004804,0.01154682,0.04914005,0.01283298,0.05076679,-0.02253968,0.0090951,-0.00651319,0.01154386,0.04229979,0.0871345,-0.09503158,-0.00570613,0.0209539,0.02888832,0.03712737,-0.02584776,0.0172629
2015-03,0.0622807,-0.02756141,-0.03159645,-0.02240623,-0.03847999,-0.03443743,-0.02578591,-0.03075159,-0.04127045,-0.0139084,0.00115097,-0.03214025,-0.00619048,-0.00751515,-0.02382932,-0.03227342,-0.03784907,0.09277828,-0.08131655,-0.03687493,-0.02650357,-0.05426074,0.02645788,-0.16380208,0.13555286,-0.05273726,0.09644465,-0.05420054,-0.12714863,0.11390919,-0.11840491,-0.03376375,-0.04195459,-0.05175931,-0.0260989,-0.00532787
2015-02,0.01706076,0.09504885,0.08687672,0.07941099,0.07380035,0.09763917,0.08625518,0.06256295,0.07378401,0.05735736,0.07246678,0.08034258,0.08227684,0.07057891,0.1277865,0.06289565,0.07692308,-0.15334407,0.15219236,0.08494301,0.07242647,0.07839581,0.04070096,0.29663497,-0.24818519,0.09318613,-0.1515552,0.06071871,0.21755605,-0.18527155,0.14201619,0.07393198,0.06913055,0.07958957,0.10620618,0.09907261
2015-01,0.01008557,-0.01828571,-0.03094317,-0.00264131,-0.03507349,-0.05557099,-0.03020319,-0.02665492,-0.03551008,-0.00850746,-0.01977574,-0.01766359,-0.01276161,0.00239171,-0.0411449,-0.01790411,-0.05859842,0.06082659,-0.07665691,-0.04830528,-0.03157517,-0.03223916,-0.01401345,-0.14864865,0.12968473,-0.04782412,0.06253235,-0.04942208,-0.10588918,0.0907754,-0.11059908,-0.03287477,-0.03323812,-0.03812081,-0.00517598,-0.02007944
2014-12,-0.03149838,0.00706191,0.01170117,-0.01018277,-0.00030343,0.02818104,0.00516143,-0.0061102,-0.00645674,-0.00474848,0.0462963,0.06658131,0.01115619,0.02907133,0.02191534,-0.01116873,0.00119446,-0.01264671,-0.01693149,0.00778436,0.01494714,0.00627697,-0.02902519,0.03479675,-0.06494882,0.01505574,-0.03239321,-0.01024832,-0.04238227,0.01348468,0.008,-0.0008067,-0.01051552,0.0118216,0.07728795,0.03629481
2014-11,0.0019926,0.01651946,0.04948646,0.01963386,0.04388159,0.03026775,0.03199279,0.04076577,0.04734032,0.01636203,0.02325581,0.05963507,0.06351748,0.0503337,0.03278186,0.04233892,0.05555556,-0.08599321,0.09593993,0.04567308,0.03158677,0.07435951,-0.03639159,0.19954819,-0.18119838,0.06476559,-0.14940835,0.04633046,0.13650213,-0.12418918,0.1579347,0.0457244,0.04366234,0.04651811,0.04637847,0.03018018
2014-10,0.07561494,0.02124812,0.03600389,-0.00497773,0.02884201,0.04571777,0.05672745,0.03464769,0.02655804,0.01805701,0.09088823,0.03280961,0.07329692,0.06658704,0.04375804,0.04311364,0.04259211,-0.05751479,0.04726952,0.04566671,0.02014443,0.02887931,0.03094463,0.048653,-0.14386715,0.0285321,-0.06194435,0.01677149,0.08500669,-0.10658466,0.02859412,0.03619027,0.03208996,0.02077996,0.0072338,0.06975054
2014-09,-0.05963939,-0.02777778,-0.0357361,-0.05719873,-0.01621285,-0.01622898,-0.02805017,-0.01611086,-0.01120477,-0.03323434,-0.05557922,-0.02023757,-0.03701688,-0.04532814,-0.01952883,-0.01046901,-0.00660401,0.01049847,-0.02354571,-0.01558884,-0.02795933,-0.01104857,-0.06054591,-0.02223843,0.00213427,-0.00510142,-0.00757318,-0.01782098,-0.02398754,0.0105899,-0.00747943,-0.01552665,-0.00537057,-0.02050861,-0.04731183,-0.0354512
2014-08,0.04033908,0.05758092,0.05989583,0.01865672,0.04453397,0.04027052,0.05237059,0.03842549,0.04813815,0.03564533,0.05345413,0.09029779,0.03979534,0.0559317,0.0497365,0.0540062,0.04690832,-0.08688143,0.09942056,0.04426355,0.05516975,0.05613031,0.02879177,0.18955926,-0.16755846,0.06065658,-0.10779201,0.04015056,0.11576011,-0.10471276,0.11525705,0.0470109,0.03849372,0.04215323,0.09748892,0.0446277
