Name,SR_month,Omega_month,RisknessR_month,SR_week,Omega_week,RisknessR_week
GNR,0.12364549980765004,0.15576316011236574,5.388169694973462,0.06684920618469475,0.09186575026650666,6.063594016048392
GUNR,0.15820446164088944,0.22175460456012208,7.67782541597386,0.070596511590112,0.09431514688950525,6.526463652099716
GWX,0.005196611322019141,0.0062437501733727,0.28978957906245245,0.05253371381104525,0.06731133721005729,6.063276624876688
IDLV,0.18300131657995813,0.22661980140279758,13.83754403536183,0.09491824885398374,0.12495397468610092,13.981397323618749
IDV,0.07147461163785404,0.09441330820671798,4.4950574793407725,0.05436398188000232,0.07299082742816068,6.282797447206518
IEFA,0.0670357338035032,0.0696808038261545,4.093069934086251,0.05641757248552309,0.06663166161927087,6.6718725655157645
IGF,0.23460749773508138,0.28994691552138746,16.190370673868337,0.08640112436159053,0.10812189269093174,11.683256361284004
IOO,0.1670440077159271,0.1635984003036619,10.15502368470644,0.09126291986381488,0.11560029231667734,11.118426897757383
IXC,0.044625401053130544,0.05778751706947247,1.7660441142052714,0.046224616057082016,0.0617878697655006,3.8207076837988807
IXG,0.05431678979185735,0.05780575543347515,2.6025879903572644,0.05892380954103267,0.06956252730964908,5.674541228517154
IXJ,0.050494897290619054,0.05615411144056697,2.922237419012368,0.06836303187950354,0.08616787708191885,7.609505444374637
IXP,0.007001183254679075,0.009440154736044289,0.4113898314726492,0.023116686271178844,0.030944351377551756,2.8375750698369666
IXUS,0.08238179104383456,0.09149353147130188,5.018275611950811,0.06268291343925636,0.07821405086331179,7.361730636719192
JXI,0.2551174801321104,0.32231981344230176,14.751624354990218,0.062349668813200254,0.07776160405193418,8.173590446288403
KXI,0.12530636701711292,0.1764414241103407,8.162167619344773,0.04806675899132788,0.06389752415408251,6.669895791755647
LIT,0.05929704752209048,0.07521769670564782,2.128386289277343,0.047598276494312565,0.06471893444742378,3.5738920457332815
MOO,0.15146150617478116,0.18687370106399945,8.694644219739637,0.11773100571511586,0.14137398213284005,13.520821035148927
MXI,0.12255915832594873,0.14498187527756015,5.684906399672084,0.08487815991542944,0.11188733410995218,8.007398330754903
NUGT,0.08480242263759334,0.17765316466686867,0.6022153318787216,0.03546567867331782,0.05715604386286184,0.6043160935648166
PDN,0.05364188683563248,0.0579572478887051,3.052851949378973,0.05745643886915342,0.07445223911341704,6.868808323440738
PICK,0.15794967264076784,0.2044119414960001,4.32938550296656,0.050503738887272734,0.06914219428636344,2.8923675461077374
PID,0.12079291048933549,0.14830721175096365,6.8672091778891495,0.07390218467639141,0.099307323926156,7.690402946583003
PPH,-0.14439075983080685,-0.1469709493950586,-7.3833369742151,0.0007991633821294927,0.0009793889707523946,0.0749557664502254
PSP,0.07631898698791585,0.08717290671405559,3.4707124886319285,0.10055559329958062,0.13068122400227325,10.812160107197235
PXF,0.06626748098370332,0.0777941476222608,3.8864997476502516,0.050225363819700664,0.06535333623209742,5.54666487844113
RXI,0.1198927190254199,0.14853632080753126,6.17983729968634,0.053895570666734054,0.06654445775425094,6.232456676918909
SCHC,0.019387778863593202,0.022087953403191807,1.0615147020498008,0.05974738266530606,0.07274365605305581,6.888282916038352
SCHF,0.07131839613121212,0.08077271343806305,4.327977441898969,0.051992817155985326,0.06475991907445514,6.223962424250019
SCZ,0.04986619380379775,0.052448618605169445,2.6992107899427866,0.06577480750690695,0.0787938070320131,7.679074282342546
SDIV,0.014073810305997317,0.018454880175069938,0.7960262094001871,0.013172094362672228,0.01766330884060585,1.6103331717506837
SIL,0.06707395774517268,0.13682545191921233,1.2963683984191288,0.03709369078516021,0.05686912151751623,1.782689538012296
SMH,0.2229613693866942,0.2686876534761514,7.056785799956027,0.10576379622400933,0.13835647926923217,7.615858644082274
SPDW,0.033374954965943955,0.036543799066208194,2.0302326689134818,0.04048874663703923,0.04922023101124176,4.82017380243907
TAN,-0.03688227301167037,-0.04871214004315143,-0.9746799851783032,-0.04764074697392029,-0.06213395582747235,-2.8749021279116467
TLTD,0.028459490078345154,0.0307259949163993,1.646039067003187,0.05080674097842849,0.0674465418144579,6.095618308646723
URA,-0.0422006343846645,-0.057033176675401906,-0.9332157601569709,0.015016835087951685,0.02283357919896424,0.8157924440500546
URTH,0.13502332277832033,0.17179047878191317,8.066886353511007,0.07901835037513247,0.09613531878662022,9.689351898890406
VEA,0.06467011976647669,0.07274661782828362,3.898233123425958,0.05754429909345824,0.07005334382670902,6.821390245605975
VEU,0.08096775350363383,0.0891309047716227,4.897457373866814,0.05993975383131209,0.07496048003983344,6.961354825690514
VSS,0.030272728169809818,0.030681471811392233,1.7700282231930524,0.06674940025640608,0.08300674245095616,7.80325897542334
VT,0.13360685380504572,0.15432058709387353,7.910556905361577,0.0844421663413329,0.10809292685425413,10.379862517377214
VXUS,0.06774886498475158,0.07431308305260548,4.131457697066086,0.059512922221610046,0.07362988595743855,6.943416688583783
WOOD,0.027888252521848886,0.030415536783597784,1.0338991854567803,0.07283517488933684,0.0866896089818434,6.649418049126028
