Month,ACIM,BJK,CUT,DEW,DGT,DNL,DOO,DUST,EFZ,EXI,FAN,FILL,FPA,GEX,GOEX,GRES,GRID,HAP,IDHQ,LVL,NLR,PBD,PIO,PIZ,PZD,RING,SEA,SILJ,TOK,VEGI,YMLP
2013-10,0.05132743,0.0367388,0.02452568,0.04022526,0.03996494,0.0248139,0.0336408,-0.15835609,-0.02997431,0.02818302,0.04510451,0.04723666,0.01617469,0.00135292,0.05064855,0.02664165,0.05315204,0.03014916,0.02789076,0.01557936,0.04047619,0.03255814,0.03397566,0.00518359,0.02666193,0.03995953,-0.00131492,-0.00276243,0.03830787,0.01758148,0.0147429
2013-09,0.05783233,0.0829887,0.06766169,0.05743531,0.0510583,0.0594894,0.07099036,0.27804767,-0.05781585,0.06350896,0.08722359,0.02468538,0.07086614,0.09333333,-0.21095238,-0.00299401,0.04606779,0.02752294,0.05810398,0.06610703,0.0287435,0.0977131,0.06881486,0.10318226,0.07725155,-0.09612817,0.07539118,-0.11049724,0.03539823,0.04714863,0.01058974
2013-08,-0.02849636,0.00281611,-0.04615385,-0.0235492,-0.0419291,-0.05064457,-0.01517362,-0.341571,0.03199566,-0.03581363,-0.026538,-0.0105364,-0.01578947,-0.06051873,0.15681944,0.02015504,-0.03548796,-0.00821018,-0.01033435,-0.0257732,-0.04366234,-0.03064351,-0.02273958,-0.02348993,-0.02886441,0.09384164,0.00647948,0.17975402,-0.03320592,-0.02991641,-0.01275602
2013-07,0.04165781,0.0333036,0.06850026,0.04620365,0.05186323,0.00986379,0.0530891,-0.33048661,-0.0442229,0.04442813,0.1396648,0.03888335,0.05091079,0.08998187,0.09805116,0.0539436,0.06100886,0.03247863,0.04640814,0.03094984,0.06338829,0.06915477,0.04649828,0.06282183,0.0620155,0.08854167,0.03233083,0.0942029,0.05397149,-0.02912206,0.0
2013-06,-0.02119622,-0.05083783,-0.02698574,-0.04624929,-0.02865221,-0.05317478,-0.05253837,0.69089176,0.02733663,-0.03332733,-0.01112656,-0.04028777,-0.08301241,-0.01305543,-0.23834197,-0.08705441,-0.04367666,-0.05977383,-0.02781211,-0.03779367,-0.04683196,-0.04259851,-0.0504386,-0.04482072,-0.03961965,-0.2006675,-0.0007593,-0.20736932,-0.02933864,-0.04500818,0.01359045
2013-05,0.00566275,0.00057637,-0.01617796,-0.02631579,0.01720183,-0.03722246,-0.02192341,-0.09865306,0.02170461,0.02876891,0.07898659,0.02461841,-0.05375462,0.16688812,0.01290963,-0.00075959,0.02815013,-0.00098168,-0.03276699,-0.04043393,0.04533641,0.13614458,0.02842524,0.00455005,0.04819782,-0.00894378,0.02494154,-0.10023678,0.01240192,-0.01497369,-0.00961015
2013-04,0.0328849,0.06876528,-0.00548902,0.03834049,0.04056715,0.02262644,0.0557086,0.55470343,-0.06363863,0.0249858,0.05799373,-0.01407767,0.01239669,0.08554489,-0.23774689,-0.05233179,0.01966102,-0.00096618,0.03452605,0.01584158,0.00776308,0.07672634,0.02776171,0.03806048,0.00333472,-0.20363636,-0.00232198,-0.20147874,0.02767003,0.01624036,0.02252585
2013-03,0.02620087,0.04141826,0.03153611,0.01587302,0.01589193,-0.00547046,0.0126115,-0.09558164,-0.01540755,0.02039261,0.02056962,0.0218254,-0.01418727,0.04484174,0.0693909,0.01149425,-0.00100908,0.00352564,0.02520479,0.02743902,0.01290138,0.00253485,0.01268743,0.01364113,0.02921253,0.00861498,0.02574103,0.02478315,0.02828443,0.00405515,0.00707372
2013-02,0.00903283,-0.02396313,0.01923077,-0.02084507,-0.01787796,-0.02750159,-0.03745208,0.38790884,0.01876744,0.00362872,0.0047619,-0.03041825,0.00203666,0.00848698,-0.2327637,-0.02098636,0.03082192,-0.0421374,-0.00816583,-0.03149606,-0.0325,0.01799486,0.00230548,-0.01244813,0.01019975,-0.11033275,-0.01383551,-0.12414519,-0.00599114,-0.03107789,-0.01160221
2013-01,0.01068804,0.05807087,0.02917342,0.01618029,0.0276154,-0.0044738,0.01999394,0.40173106,-0.02214567,0.02006294,0.05743243,0.04079602,0.00246711,0.05276226,-0.11333685,-0.00594406,0.04991023,0.02529244,-0.00633714,0.02231237,0.01792319,0.0391363,0.03098927,0.02821487,0.03281596,-0.09802877,0.03671189,-0.03016591,0.04027211,0.03740238,0.05869651
