Week,BTAL,CHEP,CPI,HDG,MCRO,MNA,MOM,MRGR,QAI,QMN,RALS,RLY,SIZ,WTMF
2013-34,0.00300903,-0.01100569,-0.00198334,-0.00548355,-0.00526529,0.00352388,-0.00632911,0.00055233,-0.00598355,-0.00411692,-0.00619035,-0.01391097,0.0,0.00745527
2013-33,-0.01498501,-0.0034078,0.00598563,0.0,0.00243309,0.00117463,0.01109215,0.0,0.00187266,0.00247627,-0.00358882,0.01044596,0.00665623,0.00098692
2013-32,-0.00298805,0.0,-0.00671671,-0.0017331,-0.01117764,-0.0151633,-0.02047639,-0.0060274,-0.00740741,-0.00776461,0.01284027,-0.00906225,0.0,0.00221566
2013-31,-0.00347395,-0.0026435,-0.0007902,-0.00098936,0.0028,-0.00615148,0.0,0.00082781,0.00111193,0.00287121,0.0,0.00996016,-0.00855365,-0.00803506
2013-30,-0.01563263,0.00075586,-0.0011825,0.00571429,0.00119856,0.00038521,0.02046908,0.0,0.00596792,0.00163934,0.00180459,-0.01491951,-0.00038865,0.00612445
2013-29,0.00344149,0.00151688,-0.00431711,-0.00173267,-0.00079618,0.00348837,0.0,0.0,-0.00148588,-0.000819,0.00232618,-0.00814901,0.0,0.00469252
2013-28,-0.00585652,0.01301685,0.00157729,0.0,0.00239904,0.00584567,0.0,0.0,0.00373413,0.00494234,-0.00026001,0.00986193,0.00862407,-0.00269278
2013-27,-0.01348098,-0.01589103,0.00998004,0.00878514,0.01302401,0.00587774,0.0,0.0,0.01021566,0.00498339,-0.00104275,0.02681837,0.0,-0.0034188
2013-26,0.00479386,0.0011325,-0.00279107,-0.00225564,-0.01009693,-0.00078217,-0.02535328,0.01740107,-0.00302801,-0.00580672,-0.00104302,-0.00203666,0.0,0.01904055
2013-25,-0.01696513,0.0,0.00803859,0.01271294,0.01189988,-0.00234009,0.0,-0.00669456,0.01660232,0.01178451,0.00288562,0.02745424,0.0,0.00974026
2013-24,-0.00239006,0.00595903,-0.01728201,-0.01396509,-0.02455446,0.0,-0.01488095,-0.009942,-0.02321228,-0.01764465,0.00314383,-0.04281225,0.00118765,0.02466598
2013-23,0.00382958,0.00223131,-0.00039277,-0.00324351,0.00877543,0.00707547,-0.03289474,0.00607232,-0.00336574,-0.00041017,-0.00364109,-0.00626223,0.00198334,-0.00459184
2013-22,0.00625301,0.00448598,-0.0015674,-0.00495417,-0.00670611,0.00078709,0.0,-0.00137893,-0.00371885,-0.00163666,-0.00182482,-0.00812379,0.0,0.00102407
2013-21,-0.01893939,0.01866667,-0.00468019,-0.00738552,-0.0023622,0.00395101,0.02356902,-0.0032958,0.0007391,-0.00650142,0.01055688,-0.01681957,0.0,-0.00429618
2013-20,-0.00330345,-0.00613027,-0.00503876,-0.00759432,-0.00350467,0.01243482,0.0,0.00719225,-0.01384335,-0.00966962,0.00665247,-0.02019447,0.0,0.0
2013-19,-0.00749415,-0.00116279,-0.00271108,0.00442478,-0.0003885,0.0004,0.00042034,-0.00277469,-0.02258065,0.0008071,0.00834006,-0.0044927,0.00198728,0.00554855
2013-18,-0.02068015,0.01216163,-0.00309239,0.0019719,-0.00116054,-0.00595474,0.00168421,-0.00331858,0.00110497,-0.0012087,-0.0021442,-0.0007446,-0.0003973,-0.00300752
2013-17,-0.00729927,0.00078524,0.00271739,0.00346449,0.00232468,0.00918164,-0.04618474,-0.00055264,0.00036955,-0.00040274,-0.00348525,0.00713213,0.0,-0.00872165
2013-16,-0.02707501,0.00198965,0.00312134,0.00575288,0.00469116,0.00481348,0.02050861,0.0,0.00746826,0.00733198,-0.00107383,0.01578137,0.0,0.0
2013-15,0.0067446,-0.01643836,0.0027451,0.0010015,0.00431542,0.01166064,0.00287947,0.0,-0.00260805,-0.001221,-0.02408044,0.00193498,0.0,0.00149514
2013-14,-0.02088062,-0.00351014,-0.00348162,0.00626253,0.00195008,0.0,-0.01178862,0.0,0.00935629,0.0057073,0.01393728,0.00113037,-0.00866483,-0.00399102
2013-13,0.01694915,-0.00311042,0.0003882,-0.00474644,-0.00195236,-0.00716561,0.0,-0.00274048,0.00074991,0.00204583,-0.00107038,-0.0015083,0.0,0.00175088
2013-12,-0.00093023,0.00351288,0.00272374,0.00274588,0.00469667,0.00722311,0.0,-0.00574084,0.00562641,0.00245499,0.00106895,0.00641994,0.0,0.00859889
2013-11,0.0127539,0.00667976,0.00116822,-0.00024944,-0.0035074,0.00481541,0.0,0.00164294,-0.00037425,-0.000818,0.01250998,-0.00187829,0.0,-0.00704403
2013-10,-0.00330969,0.01152623,0.00234192,-0.00024869,-0.00232378,-0.00160256,-0.00816327,0.00054795,0.00149589,0.00204332,0.01157781,0.00149645,0.00863084,-0.00100832
2013-09,-0.0254159,0.01207729,-0.00078003,0.00525263,0.00311042,0.00402253,-0.00487409,0.00191466,0.00187899,0.00245801,0.01503143,0.00982987,0.0,0.00658061
2013-08,0.01310861,0.00199521,0.00117096,0.00326223,0.00233463,0.00080972,0.013642,0.00109529,0.00604458,0.00123102,0.00411975,0.00492611,-0.00511006,0.00050531
2013-07,0.03076923,-0.00512821,-0.00194932,-0.00596718,-0.00579374,-0.01039584,-0.00041322,-0.00463342,-0.00412294,-0.0004095,-0.0111081,-0.01804788,-0.00117786,-0.00747384
2013-06,-0.01093676,0.00118483,-0.0034965,0.0,-0.00269958,0.0137987,-0.00288422,0.0,0.00225479,-0.00040984,0.00764818,-0.00404412,0.0,0.00601202
2013-05,0.00525813,0.01445783,0.0003885,0.00024969,-0.00115652,0.00487607,-0.01344743,-0.00081588,0.00112782,0.0,0.00274876,0.0003667,0.00592417,0.00607287
2013-04,0.00335731,0.00280786,0.00038911,0.00124782,-0.00038476,0.00081301,0.0202563,-0.01129336,0.00263753,-0.00081934,0.01142379,0.00844657,0.0128,0.0086426
2013-03,-0.00379687,-0.00040128,-0.00155099,0.0,-0.00534555,0.0,0.00415455,-0.00934829,-0.00224972,0.00164136,-0.00965251,-0.00073046,-0.00596421,0.00898357
2013-02,-0.00795508,0.01141925,0.00350331,-0.00099925,-0.00152672,-0.00326664,-0.00409836,0.00080192,0.0011257,0.00040984,0.02110066,0.00073394,0.00239139,-0.00230297
2013-01,0.00377715,-0.00608519,0.00626223,0.00024994,-0.00343119,0.00611496,-0.00408163,0.00026357,0.0,0.00123102,-0.01721705,0.00332594,-0.00278219,0.00102067
2013-00,-0.02642369,0.01394586,-0.00155945,0.00883615,0.0,-0.0036526,0.0,-0.00315209,0.00453343,0.00619835,-0.00905746,0.00743771,0.00961538,0.00822411
