Month,ADRE,BBRC,BICK,BKF,DBEM,DEM,DGS,DVYE,EDC,EDIV,EDZ,EEB,EELV,EEM,EEMO,EEMS,EET,EEV,EMIF,EUM,EWEM,EWX,FEM,FEMS,HILO,IEMG,PIE,PXH,SCHE,SPEM,TLTE,VWO
2014-03,0.04912281,0.05219454,0.04939422,0.05799476,0.03300866,0.0616,0.04288345,0.05685997,0.16670437,0.06184166,-0.16634789,0.05138484,0.04387569,0.05759312,0.0761073,0.03428988,0.12457338,-0.11209492,0.03593642,-0.056978,0.06058496,0.03938786,0.02093476,0.00960307,0.04321456,0.05067568,0.0160593,0.07444169,0.06243806,0.04492754,0.04776119,0.06469003
2014-02,0.07326131,0.0551425,0.07301431,0.05121294,0.04168983,0.04747613,0.07063093,0.05709241,0.19202155,0.05066854,-0.18372318,0.06371814,0.05215742,0.06377246,0.0549806,0.05500128,0.12379828,-0.12192187,0.04913295,-0.06121045,0.0530941,0.07558295,0.0757732,0.10390059,0.02841782,0.06108026,0.0757077,0.04441624,0.06292252,0.06426932,0.05062082,0.06054931
2014-01,-0.07197316,-0.02427472,-0.05776173,-0.06519743,-0.03442797,-0.05579291,-0.03784494,-0.06229686,-0.15401453,-0.07320972,0.15096059,-0.0850781,-0.06079027,-0.049765,-0.04562269,-0.03695599,-0.10447126,0.10178804,-0.05100671,0.0504264,-0.05438477,-0.03499873,-0.05134244,-0.02551521,-0.06451613,-0.04665885,-0.05349544,-0.06141367,-0.05817835,-0.05580746,-0.05486726,-0.05131162
2013-12,0.00478469,0.01410935,0.01103266,0.0011919,0.00362694,0.01103212,-0.00735854,-0.00418958,0.04211107,-0.01050031,-0.06524154,0.01648533,0.00722789,0.01730665,-0.04926387,0.02169145,0.02492887,-0.04095923,0.01259947,-0.02034665,0.00699068,0.02039275,0.00928074,0.01875617,0.01226158,0.01773376,0.0,0.01422071,0.01498127,0.01904432,0.01108214,0.01639808
2013-11,-0.00844496,-0.01153403,-0.00877193,-0.00058394,0.01272912,-0.02849136,-0.01403595,-0.02370744,-0.01666667,-0.02826855,-0.00620258,-0.02025316,-0.01120797,-0.00290314,-0.00953449,0.00918984,-0.00838385,-0.0044785,0.0035936,-0.00153551,-0.01195477,-0.00713407,0.00045767,0.0205298,-0.02937337,-0.00472335,-0.00982091,-0.01639344,-0.00729927,-0.01210084,-0.0087532,-0.00879846
2013-10,0.02505219,0.02463343,0.0447693,0.020908,0.02133195,0.01441058,0.01874531,0.02618742,0.0580113,0.02550255,-0.07679862,0.02194256,0.01892347,0.02130529,0.03386912,0.04268443,0.05655804,-0.04837183,0.02997642,-0.02434457,0.03407952,0.01982932,0.00875576,0.02216997,0.01716172,0.02204869,0.0152314,0.02970852,0.02283318,0.02689655,0.02670169,0.02305313
2013-09,0.05897436,0.06670943,0.0860161,0.08303249,0.03056769,0.07334711,0.06204478,0.06701891,0.1931831,0.06994144,-0.19730632,0.08629261,0.05222873,0.06533841,0.05017921,0.04846738,0.12972033,-0.13485445,0.06499637,-0.06810404,0.076083,0.04852547,0.07319536,0.09252406,0.05077574,0.06316837,0.09001957,0.07264957,0.07649159,0.07137491,0.06042011,0.06636086
2013-08,-0.03509872,-0.09797101,-0.0307998,-0.03134997,-0.04232804,-0.02886807,-0.06459882,-0.04410974,-0.13125751,-0.03060249,0.11553821,-0.01946903,-0.04582793,-0.0429015,0.00488699,-0.04128673,-0.08684249,0.07954736,-0.03398739,0.04032543,-0.02537527,-0.0497936,-0.05129434,-0.06965348,-0.07526178,-0.04019254,-0.10421546,-0.0362448,-0.05896568,-0.0531005,0.00272789,-0.05191018
2013-07,0.02809539,-0.00408401,0.0257732,0.01556291,0.02580999,0.01720094,0.00181913,0.00575658,0.01432849,-0.00128329,-0.05676368,0.04133784,0.00087222,0.01015965,0.0410596,0.00333676,0.02078842,-0.03674868,0.01813565,-0.01504788,0.05944718,-0.00078084,0.01787488,-0.00563579,0.00396301,0.00987654,0.00359066,0.01344743,0.00842836,0.01659904,0.01349465,0.00507614
2013-06,-0.07594554,-0.04777965,-0.09347111,-0.08658795,-0.0504158,-0.08438919,-0.07986609,-0.0663751,-0.20848329,-0.08084981,0.1817646,-0.09044369,-0.03831579,-0.06710133,-0.11656088,-0.1010788,-0.14046734,0.12578343,-0.07312982,0.06191166,-0.11672241,-0.08731307,-0.07950368,-0.10751665,-0.02774194,-0.06878307,-0.09744148,-0.08103545,-0.06088993,-0.06363004,-0.07783527,-0.06828317
2013-05,-0.03987101,-0.03585008,-0.03035879,-0.03750738,-0.00313808,-0.03702841,-0.02777778,-0.03866301,-0.11325836,-0.05107832,0.11199473,-0.03660566,-0.03631171,-0.03793103,-0.02922636,-0.00521451,-0.07075472,0.07576445,-0.03622251,0.03584627,-0.0322056,-0.01035147,-0.01984664,0.01603592,-0.06335923,-0.03381425,-0.02667364,-0.0429815,-0.03678474,-0.02563226,-0.01869159,-0.04073873
2013-04,0.02283511,0.00271592,0.01615882,0.02663873,-0.03898051,0.02473498,0.02878211,0.028912,0.06880471,0.01397206,-0.07995538,0.02558923,0.02744283,0.02308725,-0.01911186,0.01915799,0.04227178,-0.05237719,0.03375248,-0.02729258,0.00654879,0.02827637,0.01634135,0.02946891,0.03178484,0.02352135,0.0460455,0.02307692,0.02437902,0.0193437,0.02259036,0.02903761
2013-03,-0.01592357,0.00763775,-0.03012849,-0.0225956,0.00306435,-0.01291811,0.00953062,-0.0222003,-0.04694906,-0.01783227,0.03375715,-0.00891972,-0.00165289,-0.01232625,-0.04804646,0.00188413,-0.02775379,0.02270646,-0.01463891,0.01190919,-0.01958266,0.00319097,-0.0254386,0.00129492,0.00799017,-0.01251117,0.02257709,-0.01969133,-0.01526032,-0.01588911,-0.01761376,-0.01405405
2013-02,-0.04824924,-0.00109529,-0.03914894,-0.05460005,-0.04019608,-0.03227252,0.00845615,-0.03033198,-0.09043214,-0.03112314,0.08710811,-0.0504544,-0.00865266,-0.02934422,-0.02807555,-0.01068525,-0.05877551,0.05583854,-0.01158301,0.02743902,-0.01609848,-0.01362199,-0.03158344,0.00455285,-0.04246411,-0.02233414,0.03850575,-0.03794872,-0.03093682,-0.03436989,-0.02158717,-0.02992912
2013-01,-0.00800663,-0.00827358,-0.01061121,-0.00164474,-0.03807711,-0.01535381,-0.00194505,-0.0351408,-0.06800892,-0.023498,0.06610955,-0.00752115,-0.01028807,-0.022105,-0.01998002,0.00308862,-0.04603264,0.04222706,0.03368137,0.02205882,-0.01035782,0.00716757,0.01174935,0.03211629,-0.01137044,-0.02220785,-0.00519931,-0.01427115,-0.0151778,-0.00459318,-0.00883501,-0.01994302
