Week,CBND,CORP,GSY,IGIB,IGSB,LQD,PFIG,QLTA,SPIB,SPLB,USIG,VCIT,VCLT,VCSH
2013-36,-0.00907656,-0.00083363,0.00043869,0.00155245,0.00063358,0.00010924,0.00141777,0.00167424,0.00126582,-0.00267523,0.00138504,0.00029753,-0.00031928,0.00230514
2013-35,-0.00976944,-0.00463403,0.0,-0.00375857,-0.00063278,-0.01040538,-0.00378072,-0.00594955,-0.00221169,-0.01322751,-0.00574845,-0.0044451,-0.01123596,-0.00301941
2013-34,0.00790202,0.00213599,-0.00065717,0.00044111,0.00063238,0.0054277,-0.00094295,0.00213878,0.00284181,0.01544196,0.00253048,0.00385128,0.00663402,0.00057496
2013-33,0.01370968,0.00418811,0.00021915,0.0,-0.00021079,0.01144114,-0.0056391,0.00478813,-0.00063311,0.01625135,0.00509377,0.00312826,0.01662095,0.00014391
2013-32,-0.01344405,-0.01462609,0.0002192,-0.00831146,-0.00105285,-0.02078646,-0.00744186,-0.01457452,-0.007201,-0.02824268,-0.01386679,-0.01751313,-0.02925615,-0.0055802
2013-31,-0.0035503,0.00426288,0.0,0.00197109,-0.00021061,0.0049505,-0.00464253,0.00353523,0.0003127,0.00576218,0.00387244,0.0020429,0.01015625,0.0002862
2013-30,-0.01744186,-0.00153175,0.00087739,0.00153273,0.00042132,-0.00277986,0.00465766,-0.00070423,-0.00436273,-0.0031072,-0.00045403,-0.00029138,-0.00154895,0.00157638
2013-29,-0.00501157,-0.0045614,0.0,-0.0010917,0.00021088,-0.00657476,-0.00599631,-0.00187003,-0.00310752,-0.0087001,-0.00518485,-0.00058114,-0.00824176,0.0
2013-28,0.01133698,0.00756949,0.00087816,0.00615114,0.00063358,0.00512766,0.00839552,0.00446849,0.00468897,0.00309598,0.00841483,0.00629668,0.01099923,0.00272793
2013-27,0.00393082,0.00453569,0.00043966,0.005084,0.00084584,0.00692866,0.00656045,0.00736517,0.00535602,0.01370585,0.00596467,0.00903838,0.01081335,0.00606849
2013-26,-0.0132657,-0.0077243,-0.00087893,-0.00770416,-0.00359029,-0.01239625,-0.00327869,-0.0096858,-0.0075188,-0.03190942,-0.01002735,-0.01775495,-0.02665014,-0.00547393
2013-25,0.00592417,0.00961885,0.00131868,0.01181717,0.0053056,0.01938967,0.00946074,0.0173494,0.00917431,0.02771855,0.0131975,0.01223333,0.02283615,0.00961118
2013-24,-0.02821197,-0.0278101,-0.00065818,-0.02194221,-0.00505582,-0.03770803,-0.01979742,-0.02561714,-0.01881555,-0.04561581,-0.02996422,-0.03076039,-0.05257624,-0.01315789
2013-23,0.00461007,0.00664723,0.0,0.00260926,0.00084299,0.00454353,0.00647249,0.00512821,0.00216316,0.00404449,0.00538479,0.00288184,0.00783723,0.00171821
2013-22,-0.00643208,-0.00806266,-0.00065789,-0.00281385,-0.0008414,-0.00503092,-0.00275229,-0.00623989,-0.00551978,-0.00844091,-0.00644444,-0.00286,-0.00431612,-0.00057241
2013-21,0.00645406,-0.00436481,-0.0004384,-0.00151025,0.00021044,-0.00416406,-0.00639561,-0.00437284,-0.00122175,-0.0049505,-0.00574332,-0.00822229,-0.00960686,-0.00213919
2013-20,-0.00597684,-0.00442478,0.00065789,-0.00149989,-0.00063078,-0.00380033,0.00227169,-0.00364216,-0.00333434,0.00339971,-0.00632497,-0.00490265,-0.00463298,-0.00099517
2013-19,0.00450113,-0.00147309,0.00021925,-0.00021409,0.0004207,0.00112971,-0.00181488,0.0,-0.00060569,-0.00289157,0.00021796,-0.00041964,-0.00259703,0.00085361
2013-18,-0.00444939,-0.00563507,0.00065818,-0.00277481,-0.00063078,-0.00722058,-0.0045106,-0.00563444,-0.00332126,-0.00905193,-0.00498375,-0.00458971,-0.00966733,-0.00156272
2013-17,0.00553506,-0.00314113,0.00021939,-0.00106587,0.00063131,-0.00666599,0.0,-0.00448129,-0.00240891,-0.01038226,-0.00366854,-0.00124688,-0.00758853,0.00071043
2013-16,0.00369959,0.00112486,-0.00043879,0.0012815,0.00063198,0.00477012,0.00226449,0.00224719,0.0018105,0.0052108,0.00389948,0.00501323,0.00635863,0.00170843
2013-15,0.00705795,0.00202885,0.00065891,0.00042772,0.00105419,0.00193266,0.0,-0.0013468,0.00060423,-0.00236742,0.00151943,0.00321409,0.00569233,0.00085494
2013-14,-0.00334697,0.00350599,0.00021964,0.00149957,-0.00063198,0.00388191,0.0013587,0.00247748,0.00030248,0.00190114,0.00195993,0.00491366,0.00544725,0.00014241
2013-13,0.00560329,0.01188028,0.00043956,0.00430108,0.00168776,0.01242236,0.00546199,0.00659391,0.00486174,0.03031785,0.00967033,0.00649993,0.02493034,0.00185423
2013-12,-0.00037425,0.00252236,0.0,0.00301919,0.00042167,0.00363108,0.00228624,0.00251199,0.00212766,0.00147275,0.00375193,0.00155455,0.00739864,0.00057094
2013-11,0.00449102,0.00068768,0.00043985,0.00086244,0.00063251,-0.00020745,0.0018315,-0.00022873,-0.00151745,0.00196367,0.00022056,0.00141583,0.00399704,0.00085727
2013-10,-0.00149869,0.00322321,0.00022002,0.00302703,-0.00084211,0.00281543,0.00137489,0.00137583,0.00213155,0.00296443,0.00421379,0.0031339,0.00089219,-0.00142939
2013-09,-0.00856611,-0.00753597,0.0,-0.00366379,0.0,-0.0113484,-0.00501825,-0.00843017,-0.00455235,-0.01747573,-0.00681918,-0.00664969,-0.01575033,-0.00099971
2013-08,0.00449438,0.00068501,0.00022031,0.00215843,0.0,0.00103199,-0.00228415,0.00595102,0.00121396,-0.00289995,0.00131984,0.00454287,0.0065407,0.00028576
2013-07,0.00188253,0.00207158,0.00022046,0.00216732,0.00105485,0.0039604,0.00229568,0.00299401,0.00152253,0.00639764,0.00288121,0.00399772,0.01137707,0.00114531
2013-06,-0.00601052,-0.00195156,-0.00044101,-0.00064963,0.00063291,-0.0010408,-0.00229358,-0.00229095,0.00183262,-0.00440098,-0.00088456,-0.00213554,-0.00118151,0.00014323
2013-05,0.01172023,0.00034514,-0.00066152,0.0,0.00169062,0.00302619,-0.00091827,0.00229568,0.00183038,0.00049456,0.00177187,0.00128461,0.00296604,0.00172166
2013-04,0.00113464,-0.00675521,-0.0002206,-0.00043356,0.00021101,-0.00748285,0.00092039,-0.0054807,-0.00304136,-0.01422266,-0.00419982,-0.00356633,-0.01131687,-0.00157729
2013-03,-0.00488538,-0.00477924,0.0002206,-0.00172674,-0.00063304,-0.00475403,-0.00319781,-0.00408163,-0.00030377,-0.00772947,-0.00570175,-0.00283447,-0.01055523,-0.0008596
2013-02,-0.00150716,0.00182628,0.00022075,0.00107968,0.0016899,-0.00154783,-0.00091491,-0.00226655,-0.00151699,0.00242365,0.00109769,0.00156139,0.0,0.00028686
2013-01,0.0003775,0.00034286,0.0,0.0012973,0.00084424,0.00289196,-0.00228311,0.00181447,-0.00272397,0.00535019,0.00175824,-0.00014174,0.00478816,0.00186674
2013-00,0.00493171,-0.00296634,0.00132626,-0.00366775,0.00042265,-0.00360788,-0.00137112,-0.0033952,-0.00241911,-0.00533204,-0.00065992,0.00184345,-0.00678896,-0.00286738
