Week,IPFF,PFF,PFXF,PGF,PGX,PSK,SPFF
2013-51,-0.00054201,-0.00483092,0.00145349,-0.00403226,-0.00405268,-0.00314795,0.001
2013-50,-0.00324149,-0.00037106,0.00729395,0.0,0.00101317,-0.00069711,0.001
2013-49,-0.01276596,-0.00296406,-0.01013025,-0.00080451,-0.0030303,-0.0055517,-0.00398804
2013-48,-0.0137639,-0.01064611,-0.01143674,-0.0103751,-0.00999001,-0.01030928,-0.00695134
2013-47,0.00213333,0.00294334,-0.00141945,0.00159744,0.00500501,0.00240798,0.0029703
2013-46,0.00052882,0.00664697,0.0021322,0.00400641,0.00503525,0.0093361,-0.00099305
2013-45,-0.00158898,0.00184775,0.0071582,0.00160901,-0.00100604,0.00103878,-0.00099602
2013-44,-0.0005305,-0.00515274,-0.00780142,-0.004,-0.00200602,-0.00584795,-0.00099206
2013-43,0.00212766,0.00221239,0.00284698,0.00079936,0.00201005,-0.00102951,0.00099602
2013-42,-0.0026441,0.0044428,0.01004304,0.00240577,0.00302115,0.00344116,0.003
2013-41,0.00481026,0.01195815,0.00940666,0.01462226,0.01120163,0.0097527,0.01310484
2013-40,0.00374732,0.00224383,0.00436047,0.0,0.00101626,-0.00034855,0.00507614
2013-39,0.00053419,-0.00334324,0.0,-0.00242915,-0.00101317,-0.00069444,0.00101317
2013-38,0.00053419,-0.00037286,0.00145666,0.0,0.0,0.00243987,-0.00202224
2013-37,0.00917431,0.00599475,0.00436999,0.00653061,0.00305499,0.00524476,0.00203046
2013-36,0.00163221,0.0,-0.00145773,-0.000815,0.0,-0.00139519,0.00715015
2013-35,0.01102536,-0.00112486,0.00587372,-0.00406174,-0.00305188,-0.00589459,0.00204708
2013-34,0.00775623,0.00337711,0.00220426,0.00406504,0.00509165,0.00868961,0.0020555
2013-33,0.0,0.02257941,0.02706767,0.02581182,0.02606882,0.03147353,0.01459854
2013-32,0.00276091,-0.02364241,-0.03091301,-0.02491961,-0.02515091,-0.0337884,-0.00815494
2013-31,-0.00926936,-0.00515844,-0.00215208,-0.00481155,-0.00601805,-0.00712831,0.01135191
2013-30,-0.01025364,-0.00036778,-0.00356633,-0.0008,0.0,-0.00269724,0.00206398
2013-29,0.01033732,-0.00400437,-0.00562984,-0.00316706,-0.00494071,-0.00666001,0.0
2013-28,0.00380435,0.00400583,0.0070922,0.00237154,0.00197628,0.003002,0.0041365
2013-27,0.01547816,0.01258327,0.01667875,0.0152488,0.01407035,0.01047297,0.0168244
2013-26,-0.01633987,-0.01637555,-0.01638177,-0.01341752,-0.01968504,-0.01621443,-0.01342975
2013-25,-0.00055249,0.0295991,0.03547672,0.02753036,0.02741117,0.02725724,0.02433862
2013-24,-0.0461379,-0.02345724,-0.02758133,-0.02115987,-0.02252693,-0.02327106,-0.01540041
2013-23,-0.00571132,-0.00468131,-0.00842697,-0.00469484,-0.00097752,-0.00458265,-0.00102459
2013-22,0.00154959,-0.00071736,0.00069979,-0.00311284,-0.00388727,-0.00162973,0.0
2013-21,-0.01681957,-0.01125968,-0.01436389,-0.01368821,-0.01614435,-0.01522843,-0.01004016
2013-20,-0.0075188,-0.00280407,-0.0067981,-0.0015186,-0.00094787,-0.00126662,0.0
2013-19,-0.00801603,-0.00140105,0.00478469,-0.0015163,-0.00189215,-0.00410224,-0.00400802
2013-18,-0.00493827,0.00527426,0.00615595,0.00532319,0.00379147,0.00506489,0.00603015
2013-17,0.00495295,0.00601557,0.00827586,0.00458365,0.0047619,0.00477251,0.0020141
2013-16,0.01059536,0.00679056,0.0105042,0.0046225,0.00479846,0.00352338,0.01125896
2013-15,-0.00302267,0.00285816,0.00351124,0.00077042,0.00191939,0.00224359,0.00511247
2013-14,-0.00297767,0.00322119,0.00985915,0.0015444,0.00289017,0.0022508,0.0
2013-13,0.00250878,-0.00035753,-0.00070323,-0.0007722,0.00096339,0.00064309,0.00306122
2013-12,0.00601504,0.00143113,0.00210822,0.0007728,0.00289575,0.00193175,0.0
2013-11,0.00607595,0.00179211,-0.00070225,0.00154679,0.00193424,0.00290323,0.0
2013-10,0.00709939,0.0028746,0.00281096,0.00155159,0.00193798,0.00291168,0.00204499
2013-09,0.00152053,0.00216294,0.00779037,0.001554,0.00096899,0.00032352,0.00205128
2013-08,0.0097386,0.0021692,0.00141844,0.00234009,0.00194553,0.00064851,0.00102775
2013-07,-0.01248751,-0.00036153,-0.00562193,0.00078064,0.00097371,0.00097498,-0.00102669
2013-06,-0.00049702,0.00181159,-0.00560224,0.00313234,0.00292969,0.0009772,0.0
2013-05,0.00198708,0.00217865,0.00140351,0.00156986,0.00391773,0.00228534,0.00205973
2013-04,0.01505268,-0.00108696,-0.00139567,-0.00078309,-0.00097561,-0.00130208,0.00514933
2013-03,-0.00947159,-0.0007228,0.00139567,-0.00156006,-0.00194553,-0.00194553,-0.00205339
2013-02,-0.00941526,0.00472041,0.00209644,0.00078125,0.00292969,0.00456026,0.00206186
2013-01,0.00547264,0.00546847,0.00632911,0.00549882,0.00588813,0.00490998,0.00414508
2013-00,-0.00099701,0.01030548,0.00920028,0.01033386,0.00891972,0.00625823,0.00941423
